2022-05-15 11:47:57.787 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.7392430715094942
2022-05-15 11:47:57.797 [main] INFO  org.javeriana.world.layer.temperature.TemperatureCell - New temperature state: 26.857881988398223
2022-05-15 11:47:57.799 [main] INFO  org.javeriana.world.layer.evapotranspiration.EvapotranspirationCellState - Next evapotranspiration state: 3.9350910366843874
2022-05-15 11:47:57.801 [main] INFO  org.javeriana.world.layer.rainfall.RainfallCellState - New rainfall state: 0.0
2022-05-15 11:47:57.804 [main] INFO  org.javeriana.world.layer.disease.DiseaseLayer - For Date: 01/01/2022
2022-05-15 11:47:57.804 [main] INFO  org.javeriana.world.layer.disease.DiseaseLayer - Cell: root1DiseaseCell
2022-05-15 11:47:57.805 [main] INFO  org.javeriana.world.layer.disease.DiseaseLayer - infected: false
2022-05-15 11:47:57.806 [main] INFO  org.javeriana.world.layer.disease.DiseaseLayer - current probability of infection: 0.002
2022-05-15 11:47:57.806 [main] INFO  org.javeriana.world.layer.disease.DiseaseLayer - -------------------
2022-05-15 11:47:57.806 [main] INFO  org.javeriana.world.layer.disease.DiseaseLayer - Cell: root2DiseaseCell
2022-05-15 11:47:57.806 [main] INFO  org.javeriana.world.layer.disease.DiseaseLayer - infected: false
2022-05-15 11:47:57.807 [main] INFO  org.javeriana.world.layer.disease.DiseaseLayer - current probability of infection: 0.002
2022-05-15 11:47:57.807 [main] INFO  org.javeriana.world.layer.disease.DiseaseLayer - -------------------
2022-05-15 11:47:57.807 [main] INFO  org.javeriana.world.layer.disease.DiseaseLayer - Cell: rice1DiseaseCell
2022-05-15 11:47:57.807 [main] INFO  org.javeriana.world.layer.disease.DiseaseLayer - infected: false
2022-05-15 11:47:57.807 [main] INFO  org.javeriana.world.layer.disease.DiseaseLayer - current probability of infection: 0.002
2022-05-15 11:47:57.808 [main] INFO  org.javeriana.world.layer.disease.DiseaseLayer - -------------------
2022-05-15 11:47:57.808 [main] INFO  org.javeriana.world.layer.disease.DiseaseLayer - Cell: rice2DiseaseCell
2022-05-15 11:47:57.808 [main] INFO  org.javeriana.world.layer.disease.DiseaseLayer - infected: false
2022-05-15 11:47:57.808 [main] INFO  org.javeriana.world.layer.disease.DiseaseLayer - current probability of infection: 0.002
2022-05-15 11:47:57.808 [main] INFO  org.javeriana.world.layer.disease.DiseaseLayer - -------------------
2022-05-15 11:47:57.843 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.9565680710240536
2022-05-15 11:47:57.844 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.6980138831563512
2022-05-15 11:47:57.845 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.7973477492171244
2022-05-15 11:47:57.846 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.9573773024481458
2022-05-15 11:47:57.847 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.999619354331054
2022-05-15 11:47:57.849 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.8868184466122704
2022-05-15 11:47:57.851 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.7770958013921183
2022-05-15 11:47:57.853 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.911630822754077
2022-05-15 11:47:57.855 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.793444905482294
2022-05-15 11:47:57.857 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.7561914258271627
2022-05-15 11:47:57.859 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.85271596657576
2022-05-15 11:47:57.861 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.8639657479456628
2022-05-15 11:47:57.864 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.7141359236400742
2022-05-15 11:47:57.866 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.755974390390314
2022-05-15 11:47:57.869 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.816191908771695
2022-05-15 11:47:57.871 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.5896009893106349
2022-05-15 11:47:57.874 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.9128010773063209
2022-05-15 11:47:57.877 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.838760391554362
2022-05-15 11:47:57.880 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.8560469564857005
2022-05-15 11:47:57.882 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.7803039809769126
2022-05-15 11:47:57.885 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.7663501058455535
2022-05-15 11:47:57.888 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.9570988779612242
2022-05-15 11:47:57.891 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.9226495936151473
2022-05-15 11:47:57.894 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.8461782611625615
2022-05-15 11:47:57.898 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.8359027234696217
2022-05-15 11:47:57.901 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.7674028429421642
2022-05-15 11:47:57.904 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.900683901384162
2022-05-15 11:47:57.907 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.8750382064113753
2022-05-15 11:47:57.910 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.8842427691059533
2022-05-15 11:47:57.913 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 1.7389328118653653
2022-05-15 11:47:57.917 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 4.19114750731277
2022-05-15 11:47:57.920 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 4.7867376662928605
2022-05-15 11:47:57.924 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 4.179828689010144
2022-05-15 11:47:57.927 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 4.718343745309188
2022-05-15 11:47:57.931 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 4.622432319066505
2022-05-15 11:47:57.935 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 4.711013532198746
2022-05-15 11:47:57.938 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 4.446008784470989
2022-05-15 11:47:57.942 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 4.227314869200975
2022-05-15 11:47:57.945 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 4.454533403236002
2022-05-15 11:47:57.949 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 3.9698616141475878
2022-05-15 11:47:57.952 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 4.763725066129399
2022-05-15 11:47:57.956 [main] INFO  org.javeriana.world.layer.shortWaveRadiation.ShortWaveRadiationCellState - New short wave radiation state: 4.48057457711583
